,journalId_i,journalTitle_s,structId_i,docType_s,publicationDateY_i
85,17322,Nature Neuroscience,"[305057, 262268, 134741, 302250, 250023, 134741, 1002355, 200225, 300298, 441569, 577435, 44261, 566986, 481816, 40416, 419361, 441569, 487601, 465913, 300016, 83432, 5247, 173978, 302729, 301506, 142399, 452398, 567057, 300875, 22205, 302851, 327272, 303425, 523006, 352867, 300856, 354552, 4177, 51214, 209475, 237843, 311714, 327716, 333455, 331576, 407023, 303369, 203013, 3447, 29479, 46674, 259521, 209475, 318728, 301990, 573150, 120654, 1148946, 302308, 194495, 301088, 533514, 300461, 343003, 329903, 1150306, 311564, 309388, 40417, 419361, 487603, 300016, 559254, 1065644, 61277, 408885, 303623, 1042703, 73956, 542604, 193445, 1095068, 130467, 1043080, 2497, 300009, 1043077, 300009, 441569, 1042703, 1043329, 1042703, 148574, 308165, 1043350, 1043333, 441569, 1042703, 1043329, 1042703, 1043351, 1043333, 441569, 1042703, 1043329, 1042703, 5460, 51335, 194495, 301088, 257328, 300074, 300284, 303623, 441569, 1042703, 1178743, 250752, 93273, 40416, 419361, 441569, 487601, 465913, 441569, 97916, 325710, 355521, 83934, 325272, 1178752, 533503, 300722, 1063704, 303623, 1063463, 219995, 301503, 25887, 300612, 417362, 302729, 309442, 130467, 300074]",ART,2023
86,67823,Nature Communications,"[1001887, 6818, 194495, 301088, 441569, 577435, 1096085, 1001887, 6818, 194495, 301088, 441569, 577435, 1096051, 300009]",ART,2023
87,67823,Nature Communications,"[1090800, 300027, 454310, 300009, 557826, 358219]",ART,2023
88,81688,JAMA neurology,"[494847, 199013, 303623, 345654, 211628, 357391, 301327, 2577, 105160, 300381, 301986, 406201, 441569, 1084052, 105160, 301986, 303623, 441569, 301986, 460325, 301986, 139719, 194495, 301088, 300284, 301088, 303623, 441569, 300873, 300074, 554136, 2610, 105160, 301327, 303623, 58974, 300149, 211628, 345654, 211628, 1061198, 413289, 201712, 300157, 1153603, 547851, 455510, 300075, 417740, 91134, 303623, 75075, 300122, 300169, 353778, 300068, 413221, 93599, 258773, 1097093, 1185090, 543306, 7127, 455934, 300185, 455934, 575575, 1048785, 300113, 1039632, 444681, 300924, 474972, 1088530, 303623, 1088522, 1083368, 1083366, 475226, 303623, 350840, 357627, 474972, 455010, 300165, 454982, 300068, 413221, 504605, 355679, 300144, 380171, 300144, 504401, 493422, 361498, 523466, 300093, 93375, 300535, 257328, 43394, 300147, 455934, 494317, 300087, 571220, 455388, 51335, 300284, 134720, 179009, 212863, 417765, 184952, 14923, 300068, 312432, 300068, 322589, 300170, 358071, 302301, 1092625, 303623, 419153, 300009, 1092619, 490899, 105160, 117606, 172265, 247362, 300009, 411575, 441569, 481355, 353860, 300074, 254924, 300157, 303623, 413289, 529825, 300157, 107940, 443277, 241784, 300924, 480402, 198056, 300073, 441569, 338180, 417765, 179009, 108679, 300170]",ART,2024
89,67823,Nature Communications,"[1042366, 300016, 303623, 419361, 266797, 303623, 305148, 420786, 220073, 420786, 1077237, 329903, 97916, 302344, 1090823, 300027, 441569, 557826, 1004913, 300027, 441569, 557826, 1090803, 300027, 557826, 476572, 259761, 302259, 303623, 219689, 104751, 300009, 476572, 259761, 302259, 303623, 300122, 300087, 300088]",ART,2021
90,17320,Nature Methods,"[150185, 69530, 300612, 412450, 236940, 519250, 300875, 92878, 134741, 115889, 351843, 300656, 327716, 182755, 38338, 130467, 301950, 309442, 302612, 305678, 1182789, 570810, 128785, 305057, 96520, 300722, 182223, 105160, 303623, 301327, 65266, 311714, 217064, 211628, 300009, 302738, 302740, 302741, 302743, 242819, 358168, 1149417, 571286, 303386, 361557, 168363, 306996, 133267, 366136, 1149419, 146992, 300572, 154620, 1160999, 30151, 302824, 236921, 120654, 46995, 73956, 441966, 19098, 485794, 61277, 300851, 121723, 56051, 40417, 419361, 487603, 300016, 118511, 300009]",ART,2024
91,17320,Nature Methods,"[150185, 300875, 92878, 327716, 1160999, 134741, 469569, 566099, 351843, 250928, 300656, 535613, 182755, 1006444, 228056, 38302, 301950, 302612, 305678, 1182789, 128785, 477020, 330453, 69530, 562203, 346739, 115889, 300722, 305057, 182223, 105160, 303623, 301327, 115889, 65266, 217064, 211628, 300009, 302738, 302740, 302741, 302743, 93049, 366136, 336942, 327367, 1149417, 253831, 412450, 307014, 303386, 361557, 168363, 300856, 306996, 219995, 301503, 74661, 146992, 300572, 154620, 30151, 524591, 302824, 236940, 1135351, 12319, 236921, 120654, 1182789, 19098, 485794, 61277, 300656, 1093353, 118511, 300009, 56051, 40417, 419361, 487603, 300016, 118511, 300009, 103678, 1182789]",ART,2024
92,17730,Lancet Oncology,"[156104, 139721, 92966, 156104, 303623, 529406, 118511, 300009, 187174, 300009, 411575, 106186, 92966, 156104, 303623, 475859, 456973, 92966, 156104, 303623, 1061676, 156104, 104786, 92966, 252201, 156104, 1041775, 156104, 303623, 419361]",ART,2018
93,17320,Nature Methods,"[56051, 40417, 419361, 487603, 300016, 118511, 300009, 442968, 303510, 495630, 301592, 452398, 567057]",ART,2018
94,96216,JAMA Psychiatry,"[523655, 231516, 302452, 29594, 549850, 134741, 56051, 40417, 419361, 487603, 300016, 118511, 300009, 300851, 121723]",ART,2021
95,113102,Nature Reviews Cardiology,"[525212, 34586, 300009, 300122, 303623]",ART,2021
96,87743,BMJ Open,"[1071285, 34586, 300009, 179570, 198056, 301325, 301051, 303623, 441569, 303623, 322615, 1041766, 156104, 303623, 419361, 156104, 28519, 156104]",ART,2022
97,133816,JAMA Network Open,"[300983, 300068, 323259, 1051097, 81173, 300068, 300153, 303623, 419361, 265800, 34586, 300009, 1100793, 303623, 1100589, 1114331, 34586, 300009, 1100793, 303623, 1100589, 1096399, 105160, 117606, 301232, 247362, 406201, 441569, 1091012, 1042499, 312432, 300068, 419361, 37977, 300092, 37967, 300092, 257328, 408885, 303623, 1042703, 576736, 1100677, 441569, 1100589]",ART,2022
98,87743,BMJ Open,"[444301, 300068, 1004701, 303623, 441569, 557826, 312432, 300068, 419361, 1136266, 81964, 300143, 258773, 1114331, 34586, 300009, 1100793, 303623, 1100589]",ART,2022
99,67823,Nature Communications,"[139750, 203123, 59704, 564132, 300026, 301585, 564132, 564132, 300026, 303623, 441569, 93591, 31548, 303388, 160051, 2003, 33804, 126765, 301088, 194495, 301088, 219748, 301088, 301232, 441569, 2497, 300009, 10025, 194495, 301088, 301767, 441569, 2003, 33804, 126765, 301088, 194495, 301088, 219748, 301088, 301232, 441569, 208232, 93591, 2497, 300009, 264036]",ART,2018
100,133816,JAMA Network Open,"[308698, 301992, 303907, 465958, 120654, 577065, 508210, 309583, 553363, 525432, 74661, 312180, 566144, 482712, 74661, 300689, 566099, 1061531, 343564, 566515, 72398, 471291, 469589, 192636, 1039632, 490593, 525212, 34586, 300009, 42542, 302308, 307411, 190541, 471291, 412521, 343564, 566515]",ART,2021
101,67823,Nature Communications,"[106195, 34292, 59704, 564132, 303623, 441569, 303623, 441569, 527039, 198056, 303623, 454733, 118511, 300009, 241321, 198056, 300415, 441569, 118313]",ART,2021
102,135904,JAMA Surgery,"[300119, 300068, 353414, 1067737, 454310, 300009, 1004777, 110691, 564132, 303623, 413221, 557826]",ART,2023
103,67823,Nature Communications,"[4553, 69530, 56726, 61277, 454318, 25027, 59704, 564132, 300009, 441569, 454310, 300009, 441569, 25027, 59704, 564132, 300009, 441569]",ART,2018
104,154900,BMJ - British Medical Journal,"[412235, 1004777, 110691, 564132, 303623, 413221, 557826, 1067737, 454310, 300009, 1004777, 110691, 564132, 303623, 413221, 557826, 153591, 61277, 300722, 237843, 303638, 25887, 300660, 306322, 421435, 458653, 75524, 1182699, 302612, 355709, 1182779, 252912, 360635, 133711, 1035730, 1031275, 1182706, 3557, 1182781, 1182789, 479823, 190544, 325231, 522201, 168363, 1182710]",ART,2023
105,67823,Nature Communications,"[540520, 540997, 93488, 443423, 303623, 374570, 425779, 1001089, 34586, 300009, 117617, 199970, 117617, 441569, 1039632, 452156, 13009, 117617, 441569, 1039632, 452156, 13009, 117617, 441569, 1039632]",ART,2020
106,142213,Nature Reviews Physics,"[301111, 1097200, 300433, 123126, 519334, 409871, 104752, 300009, 410272, 120930, 374570, 441569]",ART,2022
107,133701,Nature Machine Intelligence,"[60156, 104751, 300009, 234188, 300065, 300065, 365620]",ART,2022
108,133701,Nature Machine Intelligence,"[205728, 2497, 300009, 35418, 6818, 194495, 301088, 300009, 301088, 441569, 145352, 6818, 33804, 118744, 301088, 194495, 301088, 219748, 301088, 301232, 300009, 441569, 1042703, 350563]",ART,2020
109,67823,Nature Communications,"[3102, 259761, 300366, 441569, 1050015, 1050003, 411575, 419361, 441569, 1042691, 118511, 300009, 1042689, 419361, 441569, 523723]",ART,2020
110,87743,BMJ Open,"[353778, 300068, 413221, 542032, 454310, 300009, 542029, 300068, 303623, 353778, 300068, 413221, 413221, 441569, 26729, 300068, 300128, 300068, 300301, 421654, 300068, 81469, 15786, 300068, 300301, 303623, 300147, 455934, 43394, 300147, 455934, 201712, 300157, 300157, 12089, 179009, 300149, 211628, 300170, 188195, 300170, 42992, 425779, 425779, 174750, 93263, 474972, 475892, 474972, 300924, 300113, 542029, 300068, 303623, 353778, 300068, 413221, 413221, 441569, 300068, 563590]",ART,2019
111,637868,Nature Water,"[104346, 118511, 300009]",ART,2023
112,87743,BMJ Open,"[300875, 1173349, 502478, 1173351, 203954, 1051097, 81173, 300068, 300153, 303623, 419361, 312432, 300068, 307368, 542132, 303623, 413221, 454982, 300068, 413221, 338845, 1150089, 565705, 219689, 104751, 300009, 476572, 259761, 302259, 303623, 417740, 91134, 303623, 476572, 259761, 302259, 303623, 541536, 67872, 198056, 303623, 1075880]",ART,2023
113,67823,Nature Communications,"[524781, 85486, 92966, 1050019, 118511, 300009, 1050003, 411575, 419361, 441569, 1051086, 419361, 441569]",ART,2020
114,17320,Nature Methods,"[106588, 419153, 300009]",ART,2022
115,17320,Nature Methods,"[366895, 420402, 129671, 300009, 423090, 206040, 300009, 413289, 441569]",ART,2018
116,67823,Nature Communications,"[1124248, 118170, 300016, 118511, 300009, 118170, 300016, 300016, 118511, 300009, 300009]",ART,2023
117,17320,Nature Methods,"[56051, 40417, 419361, 487603, 300016, 118511, 300009, 442968, 303510, 452398, 567057, 495630, 301592]",ART,2018
118,133701,Nature Machine Intelligence,"[442968, 303510, 40417, 419361, 487603, 300016, 56051, 40417, 419361, 487603, 300016, 118511, 300009, 564551, 302612, 564552, 302612]",ART,2019
119,142677,BMJ Evidence-Based Medicine,"[184290, 1088512, 300298, 303623, 1088509, 1083368, 1083366, 1005005, 303623, 426105, 300068, 557826, 458671, 303623, 426105, 300068, 1002411, 1002409, 300351, 302628, 303171, 303623, 557826, 577435, 542132, 303623, 413221, 413221, 194495, 301088, 1051097, 81173, 300068, 300153, 303623, 419361, 300074, 506757, 300068, 2610, 105160, 301327, 303623, 301327, 182194, 74911, 105160, 301986, 303623, 453207, 56663, 301855, 1002409, 300351, 302628, 303171, 303623, 557826, 577435, 1002414, 1002409, 300351, 302628, 303171, 303623, 557826, 577435, 181392, 300068, 303623, 311503, 476572, 259761, 302259, 303623, 300122, 1090814, 557826, 1090813, 300027, 300351, 302628, 557826, 1004777, 110691, 564132, 303623, 413221, 557826, 1067737, 454310, 300009, 1004777, 110691, 564132, 303623, 413221, 557826]",ART,2024
120,67823,Nature Communications,"[199338, 198056, 300415, 441569, 389416, 199338, 198056, 300415, 441569, 106588, 419153, 300009, 580753, 301888, 413221, 441569]",ART,2022
121,17320,Nature Methods,"[522122, 71839, 361160, 452398, 567057, 522158, 566953, 493799, 180925, 522157, 522156, 318803, 479032, 304024, 454232, 301992, 320813, 471291, 335120, 82005, 300027, 329794, 11333, 478253, 301138, 227894, 72398, 471291, 46939, 118323, 433813, 460939, 140179, 228027, 431467, 302599, 154620, 519250, 1062372, 300717, 471291, 44110, 491655, 419153, 300009, 491231, 490899, 105160, 117606, 172265, 247362, 300009, 411575, 441569, 481355, 441569, 410272, 120930, 374570, 441569, 302190, 374701, 104752, 300009, 565705, 450970, 30303, 474281, 302599, 1182789, 545375, 180925, 329139, 182755, 307126, 65266, 303540, 303485, 1074707, 361401, 361160, 19908, 201240, 61197]",ART,2022
122,87743,BMJ Open,"[454595, 89626, 300340, 441569, 118511, 300009, 89626, 300340, 441569, 156104, 1051097, 81173, 300068, 300153, 303623, 419361, 467542, 156104, 454982, 300068, 413221, 541913, 541912, 300068, 303623, 413221, 306007, 300068]",ART,2021
123,67823,Nature Communications,"[303955, 125443, 425649, 129671, 300009, 217648, 94023, 199013, 211628, 261615, 301232, 441569, 529627, 199013, 237692, 303623, 341038, 441569, 529628, 199013, 237692, 441569]",ART,2021
124,67823,Nature Communications,"[1124929, 2497, 300009, 6818, 194495, 301088, 1042703, 1096051, 300009, 333368, 129499, 579313, 460939, 520087, 425926, 579313, 460939, 38302]",ART,2024
125,67823,Nature Communications,"[1185294, 69530, 1151540, 34586, 300009, 1039632]",ART,2023
126,67823,Nature Communications,"[1090800, 300027, 454310, 300009, 557826, 1005021, 303623, 557826, 581146]",ART,2022
127,135904,JAMA Surgery,"[557826, 300119, 300068, 353414, 353778, 300068, 413221, 134720, 179009, 344348, 300068, 1067737, 454310, 300009, 1004777, 110691, 564132, 303623, 413221, 557826, 1004777, 110691, 564132, 303623, 413221, 557826, 1070116]",ART,2022
128,133816,JAMA Network Open,"[557826, 1004695, 303623, 557826, 306770, 566446, 1067737, 454310, 300009, 1004777, 110691, 564132, 303623, 413221, 557826, 184284, 300119, 300068, 353414, 26374, 300068, 414766, 300068]",ART,2022
129,133816,JAMA Network Open,"[26374, 300068, 414766, 300068, 1067737, 454310, 300009, 1004777, 110691, 564132, 303623, 413221, 557826, 1042190, 557826]",ART,2021
130,67823,Nature Communications,"[1001887, 6818, 194495, 301088, 441569, 577435, 444, 199013, 441569, 1096085, 1001887, 6818, 194495, 301088, 441569, 577435, 1096051, 300009]",ART,2024
131,113058,JAMA oncology,"[1071285, 34586, 300009, 179570, 198056, 301325, 301051, 303623, 441569]",ART,2023
132,17324,Nature Physics,"[185642, 450109, 304516, 95355, 1144388, 48181, 209878, 95355, 303455, 105124, 229915, 450223, 254021, 304516, 1066529, 118511, 300009, 1061259, 300009, 411575, 419361, 441569, 576143]",ART,2023
133,17324,Nature Physics,"[93800, 199013, 303623, 441569, 236940, 1004645, 302352, 441569, 557826, 93707, 199013, 441569, 243707, 93707, 199013, 441569, 129671, 300009]",ART,2024
134,102554,Nature Plants,"[499396, 303310, 1002469, 11574, 410122, 441569, 451860, 577435, 168219, 11574, 181, 410122, 441569, 141072, 181, 410122, 441569, 34586, 300009, 442917, 344892, 545802, 99874, 311774, 251827, 458718, 520745, 578310, 1074187, 92878, 149966, 119004, 303342, 310827, 411288, 565112]",ART,2021
135,17254,Nature Materials,"[407321, 259761, 300036, 441569, 179934, 3102, 259761, 300366, 441569, 104751, 300009, 407321, 259761, 300036, 441569]",ART,2022
136,121288,Nature Human Behaviour,"[301926, 179934, 3102, 259761, 300366, 441569, 104751, 300009, 407321, 259761, 300036, 441569]",ART,2023
137,12433,Nature Cell Biology,"[552964, 301888, 303623, 341038, 441569, 106588, 419153, 300009, 580753, 301888, 413221, 441569]",ART,2021
138,154900,BMJ - British Medical Journal,"[412235, 237843, 303638, 25887, 300660, 306322, 302612, 1004777, 110691, 564132, 303623, 413221, 557826, 1067737, 454310, 300009, 1004777, 110691, 564132, 303623, 413221, 557826, 458653, 421435, 75524, 1182699, 69530, 300722, 1182779, 252912, 360635, 133711, 1035730, 1031275, 1182706, 355524, 1182781, 3557, 1182789, 479823, 190544, 325231, 522201, 168363, 153591, 61277]",ART,2023
139,87743,BMJ Open,"[91661, 254924, 300157, 303623, 413289, 539959, 413289, 1060825, 205125, 129671, 300009, 423086, 206040, 300009, 413289, 441569, 409232, 303623, 413289]",ART,2020
140,67823,Nature Communications,"[13, 6818, 194495, 301088, 441569, 541691, 1900, 59704, 564132, 441569, 300301, 413221, 441569, 51621, 301545, 542174, 301492, 564132, 413221, 454310, 300009, 1004921, 413221, 441569, 557826, 1136774, 59704, 13898, 301492, 564132]",ART,2018
141,107229,Nature Microbiology,"[1090821, 300027, 441569, 557826, 1090830, 300027, 557826, 1084505, 413221, 1090828, 300027, 441569, 557826, 27924, 300118, 1050003, 411575, 419361, 441569, 1066529, 118511, 300009, 1061259, 300009, 411575, 419361, 441569, 24480, 91134, 441569]",ART,2024
142,81688,JAMA neurology,"[151939, 301358, 474972, 1088530, 303623, 1088522, 1083368, 1083366, 475226, 303623, 350840, 357627, 474972, 194495, 301088, 300873, 300074, 139719, 194495, 301088, 300284, 301088, 303623, 441569, 536093, 554136, 201712, 300157, 1061198, 413289, 155115, 301327, 1092625, 303623, 419153, 300009, 1092619, 490899, 105160, 117606, 172265, 247362, 300009, 411575, 441569, 481355, 211628, 494847, 199013, 303623, 345654, 211628, 357391, 300075, 1060414, 217752, 443875, 303623, 441569, 300122, 1067841, 259761, 300091, 303623, 258773, 353778, 300068, 413221, 300175, 1049721, 303623, 374570, 425779, 1185091, 1185090, 300185, 455934, 575575, 300113, 1048785, 300113, 1039632, 300924, 455010, 300165, 454982, 300068, 413221, 300144, 523466, 300093, 480402, 198056, 300073, 441569, 504401, 493422, 361498, 1100822, 303623, 441569, 1100589, 300535, 300147, 455934, 257328, 360604, 29301, 300068, 300087, 420786, 300906]",ART,2024
143,67823,Nature Communications,"[1043051, 1043049, 301767, 441569, 1042703, 1043329, 1042703, 1050015, 1050003, 411575, 419361, 441569, 1050019, 118511, 300009, 1050003, 411575, 419361, 441569]",ART,2020
144,133816,JAMA Network Open,"[555286, 1004777, 110691, 564132, 303623, 413221, 557826, 1067737, 454310, 300009, 1004777, 110691, 564132, 303623, 413221, 557826, 331993, 461591, 1005128, 300027, 426105, 300068, 1005005, 303623, 426105, 300068, 557826, 433319, 266797, 303623, 305148, 420786, 323994]",ART,2022
145,67823,Nature Communications,"[60156, 104751, 300009, 234188, 300065, 550271, 75524]",ART,2021
146,121288,Nature Human Behaviour,"[353294, 5247, 520525, 81148, 443875, 441569, 520526, 81148, 443875, 506116, 304024, 46584, 38302, 358168, 308156, 5247, 60156, 104751, 300009, 234188, 300065, 563719, 471291]",ART,2023
147,17730,Lancet Oncology,"[194495, 301088, 501173, 26374, 300068, 414766, 300068, 414766, 300068, 300068, 542035, 110691, 564132, 300301, 301664, 303623, 413221, 157897, 417362, 20549, 139829, 20549, 194495, 301088, 303623, 441569, 466531, 301888, 301325, 301051, 72415, 217752, 443875, 303623, 441569, 552481, 217752, 443875, 441569, 480724, 105160, 303623, 453207, 67967, 300068, 300087, 420786, 544698, 188773, 183914, 463769, 300157, 125182, 3447, 353564, 81479, 303623, 413289, 302729, 301888, 417639, 2497, 300009, 203013, 3447]",ART,2018
148,133701,Nature Machine Intelligence,"[300095, 62433, 415996, 129671, 300009, 423090, 206040, 300009, 413289, 441569, 308833, 469589]",ART,2019
149,108408,BMJ Palliative and supportive care,"[522665, 300073, 300093, 1071285, 34586, 300009, 179570, 198056, 301325, 301051, 303623, 441569, 1144309, 194495, 301088, 140617, 334723, 123026, 502406, 1039632, 576363, 3084, 300301, 303623, 156104, 419361, 1048637, 156104, 556328, 311338, 474972, 1161424, 211628, 528325, 199013, 93782, 199013, 441569, 1031797, 1031275, 551581, 300298, 179009, 233198, 198056, 300073, 300093]",ART,2023
150,96216,JAMA Psychiatry,"[327716, 238036, 105160, 108091, 301327, 357205, 553761, 303623, 419153, 300009, 491232, 490899, 105160, 117606, 172265, 247362, 300009, 411575, 441569, 481355, 140179, 233961, 30151, 129346, 352867, 22205, 336942, 407023, 1062372, 85845, 106171, 92966, 300016, 301664, 303623, 534836, 300068, 300123, 300068, 254729, 93275, 96520, 83934, 302452]",ART,2020
151,17319,Nature Immunology,"[232686, 230141, 558492, 419018, 219689, 104751, 300009, 476572, 259761, 302259, 303623, 476572, 259761, 302259, 303623, 220073, 420786, 419674, 577808, 362325]",ART,2019
152,126782,Lancet Public Health,"[38302, 300875, 220393, 106219, 339535, 219689, 104751, 300009, 476572, 259761, 302259, 303623, 476572, 259761, 302259, 303623, 120654, 301506, 471291, 308749, 528722, 148597, 168363, 300433]",ART,2023
153,131069,JAMA Cardiology,"[1067737, 454310, 300009, 1004777, 110691, 564132, 303623, 413221, 557826, 1004814, 300068, 300119, 300068, 353414, 303623, 557826]",ART,2022
154,67823,Nature Communications,"[205728, 2497, 300009, 35418, 6818, 194495, 301088, 300009, 301088, 441569, 145352, 6818, 33804, 118744, 301088, 194495, 301088, 219748, 301088, 301232, 300009, 441569, 1042703, 350563, 254499]",ART,2021
155,67823,Nature Communications,"[1043294, 441569, 1042703, 182201, 117617, 303623, 441569, 1039632, 237843, 179332, 34586, 300009, 182201, 117617, 303623, 441569, 1039632, 452158, 13009, 117617, 441569, 1039632]",ART,2022
156,17320,Nature Methods,"[106588, 419153, 300009, 580753, 301888, 413221, 441569]",ART,2022
157,67823,Nature Communications,"[525218, 2497, 300009, 1087101, 410122, 441569, 213159, 92114, 300009, 410122, 441569, 772, 6818, 92114, 194495, 301088, 441569, 1001832, 34499, 81148, 443875, 116256, 443875, 217752, 443875, 441569, 448187, 443875, 1149079, 116256, 217752, 448187, 443875, 388375, 181, 410122, 441569]",ART,2019
158,102554,Nature Plants,"[1001887, 6818, 194495, 301088, 441569, 577435, 525218, 2497, 300009]",ART,2021
159,87743,BMJ Open,"[179516, 34586, 300009, 168629, 117617, 300113, 506164, 1039632, 258630, 83832, 1063828]",ART,2021
160,67823,Nature Communications,"[258552, 194495, 301088, 441569, 68615, 214668, 1167, 300340, 441569, 563936, 118511, 300009, 301088, 300016, 20287, 300016, 40493, 531263, 419361, 487603, 300016, 577435, 531263, 419361, 487603, 300016, 577435, 1002177, 6818, 194495, 301088, 441569, 577435, 462123]",ART,2023
161,67823,Nature Communications,"[302729, 300751, 182913, 300270, 441569, 300446, 471291, 1002357, 67872, 198056, 300026, 300045, 441569, 577435, 133711, 1007954, 518, 81173, 300045, 419361, 441569, 465913, 300016, 518, 81173, 300045, 419361, 441569, 465913, 300016, 1005010, 59704, 564132, 81173, 300016, 300045, 300340, 307314, 413221, 441569, 557826, 1002315, 259761, 577435, 1002316, 3102, 259761, 300366, 441569, 104751, 300009, 1002315, 259761, 577435]",ART,2021
162,67823,Nature Communications,"[166300, 1064132, 73500, 56051, 40417, 419361, 487603, 300016, 118511, 300009, 106416, 34586, 300009, 179626, 1064132, 73500]",ART,2019
163,81688,JAMA neurology,"[353778, 300068, 413221, 542032, 454310, 300009, 542029, 300068, 303623, 353778, 300068, 413221, 413221, 441569, 237002, 542029, 300068, 303623, 353778, 300068, 413221, 413221, 441569, 541843, 300636, 303623, 413221, 185397, 300906, 301268, 303623, 526218, 5928, 58106, 300906, 42992, 425779, 542028, 303623, 413221, 441569, 43394, 300147, 455934, 454982, 300068, 413221, 541840, 300636, 303623, 413221, 259427, 188359, 11141, 300175]",ART,2018
164,67823,Nature Communications,"[395242, 443287, 470870, 20549, 444051, 83832, 487601, 465913, 300016, 573128, 465309, 573129, 323073, 115093, 83832, 444051, 83832, 472784, 257328, 303623, 418319, 441569, 445543, 573132, 257328, 573133, 572340, 334431, 572341, 573144, 300660, 194495, 301088, 301261, 455934, 502406, 575575, 306322, 573150, 409232, 303623, 413289, 182186, 117617, 303623, 441569, 1039632, 468263, 217059, 573161, 473750, 340796, 417639, 2497, 300009, 300694, 47709, 139829, 20549, 194495, 301088, 303623, 441569, 20549]",ART,2019
165,133816,JAMA Network Open,"[1191970, 409748, 27730, 91134, 92972, 259761, 409745, 441569, 28493, 502406, 104751, 300009, 29316, 300122, 300169, 300074, 410390, 198056, 303623, 210090, 198056, 300073, 300415, 301325, 301051, 441569, 300093, 442272, 198056, 300073, 300093, 35051, 300924]",ART,2023
166,121288,Nature Human Behaviour,"[267305, 332252, 1124248, 118170, 300016, 118511, 300009, 1093140, 1088419, 59704, 564132]",ART,2023
167,87743,BMJ Open,"[130467, 538529, 130467, 75524, 83580, 533561, 353264, 133711, 458379, 303140, 469696, 72398, 471291, 115889, 557826, 1067737, 454310, 300009, 1004777, 110691, 564132, 303623, 413221, 557826, 26374, 300068, 414766, 300068, 300068, 259761, 480689, 358842, 98072, 24332, 566437, 24332, 566437, 309442, 68615, 493860, 157256, 346739, 115889, 127973, 444455, 314146, 305466]",ART,2022
168,133816,JAMA Network Open,"[68615, 132871, 1004814, 300068, 300119, 300068, 353414, 303623, 557826, 1067737, 454310, 300009, 1004777, 110691, 564132, 303623, 413221, 557826, 1004777, 110691, 564132, 303623, 413221, 557826, 455258, 300068, 300119, 300068, 353414, 483425, 1174069, 336942, 242559, 344691, 523775, 505089, 146992, 134862, 460393, 349561, 323194, 302751, 1182882]",ART,2023
169,17324,Nature Physics,"[1004922, 1004921, 413221, 441569, 557826, 1136774, 59704, 542174, 301492, 564132, 413221, 454310, 300009, 1004921, 413221, 441569, 557826, 1136774, 59704, 13, 6818, 194495, 301088, 441569, 1149398, 1004921, 413221, 441569, 557826, 1136774, 59704, 13898, 301492, 564132]",ART,2020
170,17320,Nature Methods,"[106588, 419153, 300009, 220178, 350940, 111141, 5247, 207681]",ART,2021
171,67823,Nature Communications,"[578126, 40418, 419361, 487603, 300016, 303623, 441569, 456741, 156104, 1043517, 118511, 300009, 1043516, 300009, 411575, 419361, 535513, 312432, 300068, 1052196, 1048637, 156104, 150180, 156104, 1043516, 300009, 411575, 419361, 32402, 1063273, 156104, 548107, 28519, 156104]",ART,2021
172,21640,Nature Reviews Neuroscience,"[415497, 75524, 222379, 75524, 550271, 75524, 60156, 104751, 300009, 234188, 300065]",ART,2018
